繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項
,2024-02-28,25800811000,16.0,73200,20240321,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-28,25800811000,16.0,73200,20240325,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-28,25800811000,16.0,146400,20240330,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,36600,20240330,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240402,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240403,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240404,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240409,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240410,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240411,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240416,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240417,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240418,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240419,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-03-18,25800811000,16.0,67100,20240422,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
2024-04-01 00:00:00,2024-03-26,25800811000,16.0,12200,20240401,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-08,25800811000,16.0,73200,20240424,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-08,25800811000,16.0,73200,20240425,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-08,25800811000,16.0,73200,20240426,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-08,25800811000,16.0,146400,20240430,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-08,25800811000,16.0,73200,20240506,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-08,25800811000,16.0,73200,20240508,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-08,25800811000,16.0,73200,20240509,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-08,25800811000,16.0,146400,20240513,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-19,25800811000,16.0,6100,20240430,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-30,25800811000,16.0,73200,20240516,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-30,25800811000,16.0,73200,20240517,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-30,25800811000,16.0,73200,20240521,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-30,25800811000,16.0,73200,20240522,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-04-30,25800811000,16.0,268400,20240527,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-05-13,25800811000,16.0,67100,20240606,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-05-13,25800811000,16.0,67100,20240608,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-05-13,25800811000,16.0,67100,20240611,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-05-13,25800811000,16.0,67100,20240612,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-05-13,25800811000,16.0,67100,20240617,,MB-Mcﾌﾗｲｵｲﾙ,16.0,CAN,〇,"7,700",〇,"7,000",A,,,×,,,,,×,×,
,2024-02-13,25802621870,15.0,4000,20240226,,MB-ﾚｶﾞ-ﾁｴ(H),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,低,,×,×,
,2024-02-14,25222522030,20.0,5000,20240222,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(32),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-03-19,25222522030,20.0,4000,20240327,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(32),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-04-16,25222522030,20.0,5000,20240424,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(32),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-05-15,25222522030,20.0,5000,20240522,,ﾊﾟﾈﾘ-ｼｮｰﾄST-2-TL(32),20.0,C/S,〇,"8,000",〇,"5,400",A,,,×,〇,〇,,,×,×,
,2024-02-14,25222123050,20.0,5000,20240222,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ20㎏(5),20.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-09,25222123050,20.0,5000,20240416,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ20㎏(5),20.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-23,25222123050,20.0,7500,20240506,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ20㎏(5),20.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-14,25222122030,15.0,4500,20240229,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ(3),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,準高,,×,×,
2024-02-27 00:00:00,2024-02-21,25222122030,15.0,4500,20240227,,ﾆｭｰｼｮｰﾄﾆﾝｸﾞ(3),15.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,準高,,×,×,
,2024-02-15,25719721850,15.0,4500,20240309,,ﾊｲﾌｴ-ﾄﾞ(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,低,,×,×,
,2024-02-15,25284921850,10.0,6000,20240304,,ﾁｴｽﾀ- EF(M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,,〇,,,×,×,
,2024-04-11,25284921850,10.0,4000,20240425,,ﾁｴｽﾀ- EF(M),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,,〇,,,×,×,
2024-03-05 00:00:00,2024-02-20,348656ZT,15.0,12000,20240305,,ｱﾃﾞｶﾙｰﾌﾞAM,15.0,CAN,〇,7000,×,-,A,,,×,,〇,,,,,
,2024-02-21,25282821000,15.0,10000,20240307,,ﾘｽｵｲﾙ,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-27,25282821000,15.0,12700,20240412,,ﾘｽｵｲﾙ,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-30,25282821000,15.0,12700,20240521,,ﾘｽｵｲﾙ,15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
2024-03-01 00:00:00,2024-02-21,348999PT,15.0,12700,20240301,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-29,348999PT,15.0,12700,20240318,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-29,348999PT,15.0,12700,20240325,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-29,348999PT,15.0,12700,20240402,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-29,348999PT,15.0,12700,20240408,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-09,348999PT,15.0,12700,20240506,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-09,348999PT,15.0,12700,20240513,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,348999PT,15.0,12700,20240518,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,348999PT,15.0,12700,20240522,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,348999PT,15.0,25400,20240527,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
2024-05-24 00:00:00,2024-05-15,348999PT,15.0,12700,20240524,,MB-PｼｮｰﾄCF(H)ｱｶｼｹﾞﾝ,15.0,C/S,〇,8000,〇,"5,000",A,〇,,×,,〇,,,,,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-22,25326911000,15.0,6100,20240318,,冷蔵KMｼｮｰﾄﾆﾝｸﾞ,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,〇,,高,,×,×,
,2024-03-22,25326911000,15.0,6100,20240418,,冷蔵KMｼｮｰﾄﾆﾝｸﾞ,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,〇,,高,,×,×,
,2024-04-11,25326911000,15.0,6100,20240516,,冷蔵KMｼｮｰﾄﾆﾝｸﾞ,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,〇,,高,,×,×,
,2024-04-15,25326911000,15.0,12200,20240511,,冷蔵KMｼｮｰﾄﾆﾝｸﾞ,15.0,CAN,〇,"7,500",〇,"6,000",A,,,×,〇,,高,,×,×,
,2024-02-22,25211221060,15.0,10000,20240311,,ﾊﾟﾈﾘ-ｼｮｰﾄS (6),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-04,25211221060,15.0,12700,20240323,,ﾊﾟﾈﾘ-ｼｮｰﾄS (6),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-05-07,25211221060,15.0,10000,20240527,,ﾊﾟﾈﾘ-ｼｮｰﾄS (6),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-02-27,25212222830,15.0,5000,20240330,,ﾁｴｽﾀ-88-TL(S),15.0,C/S,〇,"5,400",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-02-27,25213124040,12.7,4000,20240320,,ﾁｴｽﾀ- 88(12.7K)(4),12.7,C/S,〇,"6,800",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-02-27,25213221830,15.0,6000,20240322,,ﾁｴｽﾀ-77(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-06,25213221830,15.0,6000,20240406,,ﾁｴｽﾀ-77(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-18,25213221830,15.0,6000,20240412,,ﾁｴｽﾀ-77(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-02-27,25215821000,15.0,8000,20240323,,S.T ｼｮｰﾄ,15.0,C/S,〇,"6,500",〇,"5,500",A,,〇,×,,〇,,,×,×,ｽﾃｲﾔｰｼﾘｰｽﾞ計画順番 ； STｼｮｰﾄ → ｽﾃｲﾔｰﾃﾞﾗｯｸｽK → ｽﾃｲﾔｰｽﾍﾟｼｬﾙ/ｱｺﾙﾄ → ｽﾃｲﾔｰSA
,2024-04-22,25215821000,15.0,8000,20240514,,S.T ｼｮｰﾄ,15.0,C/S,〇,"6,500",〇,"5,500",A,,〇,×,,〇,,,×,×,ｽﾃｲﾔｰｼﾘｰｽﾞ計画順番 ； STｼｮｰﾄ → ｽﾃｲﾔｰﾃﾞﾗｯｸｽK → ｽﾃｲﾔｰｽﾍﾟｼｬﾙ/ｱｺﾙﾄ → ｽﾃｲﾔｰSA
,2024-02-27,25220821830,15.0,4000,20240321,,PVｼｮｰﾄ(B)-L (S),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25220821830,15.0,4000,20240514,,PVｼｮｰﾄ(B)-L (S),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25221521040,20.0,5000,20240330,,ﾆﾕ-ｼｮｰﾄ (C) (4),20.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,準高,,×,×,
,2024-04-22,25221521040,20.0,4000,20240516,,ﾆﾕ-ｼｮｰﾄ (C) (4),20.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,準高,,×,×,
,2024-05-09,25221521040,20.0,5000,20240516,,ﾆﾕ-ｼｮｰﾄ (C) (4),20.0,C/S,〇,"8,000",〇,"5,100",A,,,×,,〇,準高,,×,×,
,2024-02-27,25230924870,10.0,6000,20240325,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-03-18,25230924870,10.0,6000,20240413,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-03,25230924870,10.0,6000,20240422,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-03,25230924870,10.0,6000,20240430,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-03,25230924870,10.0,6000,20240511,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-16,25230924870,10.0,6000,20240427,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-22,25230924870,10.0,12700,20240520,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-04-22,25230924870,10.0,6000,20240527,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-05-09,25230924870,10.0,6000,20240610,,ﾁｴｽﾀ-2000 10K (H),10.0,C/S,〇,"5,400",〇,"4,800",A,,,×,〇,〇,,,×,×,
,2024-02-27,25262121030,15.0,12700,20240330,,MTｼｮｰﾄPV(3),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-11,25262121030,15.0,6000,20240508,,MTｼｮｰﾄPV(3),15.0,C/S,〇,"8,000",〇,"5,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25274621000,18.0,12700,20240325,,COｼｮｰﾄﾆﾝｸﾞ-DX,18.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,,低,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡
,2024-03-06,25274621000,18.0,12700,20240405,,COｼｮｰﾄﾆﾝｸﾞ-DX,18.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,,低,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡
,2024-03-18,25274621000,18.0,12700,20240409,,COｼｮｰﾄﾆﾝｸﾞ-DX,18.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,,低,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡
,2024-03-26,25274621000,18.0,12700,20240416,,COｼｮｰﾄﾆﾝｸﾞ-DX,18.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,,低,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡
,2024-04-03,25274621000,18.0,12700,20240430,,COｼｮｰﾄﾆﾝｸﾞ-DX,18.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,,低,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡
,2024-04-16,25274621000,18.0,12700,20240509,,COｼｮｰﾄﾆﾝｸﾞ-DX,18.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,,低,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡
,2024-04-22,25274621000,18.0,12700,20240514,,COｼｮｰﾄﾆﾝｸﾞ-DX,18.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,,低,,×,×,底ﾊﾟｯﾄﾞ敷あり｡公出時生産不可｡
,2024-02-27,25279022000,15.0,5000,20240325,,ﾌﾗｲｵｲﾙ-R(15Kﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-03-26,25279022000,15.0,6000,20240410,,ﾌﾗｲｵｲﾙ-R(15Kﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-05-02,25279022000,15.0,6000,20240515,,ﾌﾗｲｵｲﾙ-R(15Kﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-27,25294121810,15.0,12700,20240311,,ｽﾃｲﾔ-ｽﾍﾟｼﾔﾙ(SS),15.0,C/S,〇,"6,500",〇,"6,000",A,,〇,×,,〇,準高,,×,×,ｽﾃｲﾔｰｼﾘｰｽﾞ計画順番 ； STｼｮｰﾄ → ｽﾃｲﾔｰﾃﾞﾗｯｸｽK → ｽﾃｲﾔｰｽﾍﾟｼｬﾙ/ｱｺﾙﾄ → ｽﾃｲﾔｰSA
,2024-02-27,25294121810,15.0,12700,20240408,,ｽﾃｲﾔ-ｽﾍﾟｼﾔﾙ(SS),15.0,C/S,〇,"6,500",〇,"6,000",A,,〇,×,,〇,準高,,×,×,ｽﾃｲﾔｰｼﾘｰｽﾞ計画順番 ； STｼｮｰﾄ → ｽﾃｲﾔｰﾃﾞﾗｯｸｽK → ｽﾃｲﾔｰｽﾍﾟｼｬﾙ/ｱｺﾙﾄ → ｽﾃｲﾔｰSA
,2024-04-03,25294121810,15.0,12700,20240513,,ｽﾃｲﾔ-ｽﾍﾟｼﾔﾙ(SS),15.0,C/S,〇,"6,500",〇,"6,000",A,,〇,×,,〇,準高,,×,×,ｽﾃｲﾔｰｼﾘｰｽﾞ計画順番 ； STｼｮｰﾄ → ｽﾃｲﾔｰﾃﾞﾗｯｸｽK → ｽﾃｲﾔｰｽﾍﾟｼｬﾙ/ｱｺﾙﾄ → ｽﾃｲﾔｰSA
,2024-04-22,25294121810,15.0,12700,20240516,,ｽﾃｲﾔ-ｽﾍﾟｼﾔﾙ(SS),15.0,C/S,〇,"6,500",〇,"6,000",A,,〇,×,,〇,準高,,×,×,ｽﾃｲﾔｰｼﾘｰｽﾞ計画順番 ； STｼｮｰﾄ → ｽﾃｲﾔｰﾃﾞﾗｯｸｽK → ｽﾃｲﾔｰｽﾍﾟｼｬﾙ/ｱｺﾙﾄ → ｽﾃｲﾔｰSA
,2024-02-27,25303521000,10.0,4000,20240330,,ﾄﾞ-ﾅﾂｵｲﾙ-IT,10.0,C/S,〇,"5,400",〇,"5,400",A,,,×,,,,,×,×,
,2024-03-06,25303521000,10.0,4000,20240406,,ﾄﾞ-ﾅﾂｵｲﾙ-IT,10.0,C/S,〇,"5,400",〇,"5,400",A,,,×,,,,,×,×,
,2024-03-18,25303521000,10.0,4000,20240411,,ﾄﾞ-ﾅﾂｵｲﾙ-IT,10.0,C/S,〇,"5,400",〇,"5,400",A,,,×,,,,,×,×,
,2024-04-22,25303521000,10.0,4000,20240513,,ﾄﾞ-ﾅﾂｵｲﾙ-IT,10.0,C/S,〇,"5,400",〇,"5,400",A,,,×,,,,,×,×,
,2024-02-27,25308522830,19.2,12700,20240330,,LTｼｮｰﾄﾆﾝｸﾞ(19.2K)(S),19.2,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-03-18,25308522830,19.2,12700,20240413,,LTｼｮｰﾄﾆﾝｸﾞ(19.2K)(S),19.2,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-02,25308522830,19.2,12700,20240425,,LTｼｮｰﾄﾆﾝｸﾞ(19.2K)(S),19.2,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
2024-04-24 00:00:00,2024-04-18,25308522830,19.2,12700,20240424,,LTｼｮｰﾄﾆﾝｸﾞ(19.2K)(S),19.2,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-19,25308522830,19.2,12700,20240507,,LTｼｮｰﾄﾆﾝｸﾞ(19.2K)(S),19.2,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-22,25308522830,19.2,12700,20240513,,LTｼｮｰﾄﾆﾝｸﾞ(19.2K)(S),19.2,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-04-22,25308522830,19.2,12700,20240527,,LTｼｮｰﾄﾆﾝｸﾞ(19.2K)(S),19.2,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-05-09,25308522830,19.2,12700,20240606,,LTｼｮｰﾄﾆﾝｸﾞ(19.2K)(S),19.2,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,,,×,×,
,2024-02-27,25761221000,15.0,10000,20240311,,ﾌｱﾝﾄﾑ950N,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-04-02,25761221000,15.0,10000,20240413,,ﾌｱﾝﾄﾑ950N,15.0,C/S,〇,"7,500",×,-,A,,,○,,,,,×,×,
,2024-02-27,25800421830,15.0,12700,20240403,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-03-18,25800421830,15.0,12700,20240330,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25800421830,15.0,12700,20240422,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25800421830,15.0,12700,20240513,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25800421830,15.0,12700,20240514,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-05-09,25800421830,15.0,12700,20240610,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-28,26713812000,15.0,6100,20240320,,ｱｳﾄﾊﾞﾂｸｼｮｰﾄﾆﾝｸﾞ,15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
,2024-04-03,26713812000,15.0,6100,20240415,,ｱｳﾄﾊﾞﾂｸｼｮｰﾄﾆﾝｸﾞ,15.0,CAN,〇,"7,500",〇,"6,100",A,,,×,,,,,×,×,
