繰上不可(×）,依頼日,品目コード,入目,予定数量(㎏),納期,チケットＮＯ,品名,入れ目,荷姿,SVライン,SV流量(㎏/h),SPライン,SP流量(㎏/h),アレルゲン,初回限定,最終限定,KI製品,テンパリング,窒素ガス,沃素価,バッチ制限,MO-7S配合,リパック,特記事項
,2024-02-27,25710722000,15.0,12700,20240318,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-02-27,25710722000,15.0,12700,20240403,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-03-18,25710722000,15.0,12700,20240410,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-04-02,25710722000,15.0,12700,20240425,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-04-22,25710722000,15.0,12700,20240510,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-04-22,25710722000,15.0,12700,20240520,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-04-22,25710722000,15.0,12700,20240527,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-05-09,25710722000,15.0,12700,20240608,,FPｼｮｰﾄLT2(15K),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,〇,,,×,×,
,2024-02-06,25711121360,15.0,6000,20240311,,ﾓ-ｾﾞﾙBU(36℃),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,
,2024-02-27,25711121360,15.0,6000,20240325,,ﾓ-ｾﾞﾙBU(36℃),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,〇,低,,×,×,
,2024-02-06,25716121870,15.0,10000,20240309,,ｼﾞｴﾐﾆNTR(H),15.0,C/S,〇,"7,000",×,-,A,,,○,,,,,×,×,
,2024-02-27,25716121870,15.0,10000,20240330,,ｼﾞｴﾐﾆNTR(H),15.0,C/S,〇,"7,000",×,-,A,,,○,,,,,×,×,
,2024-04-02,25716121870,15.0,10000,20240424,,ｼﾞｴﾐﾆNTR(H),15.0,C/S,〇,"7,000",×,-,A,,,○,,,,,×,×,
,2024-04-03,25716121870,15.0,10000,20240424,,ｼﾞｴﾐﾆNTR(H),15.0,C/S,〇,"7,000",×,-,A,,,○,,,,,×,×,
,2024-04-03,25716121870,15.0,10000,20240508,,ｼﾞｴﾐﾆNTR(H),15.0,C/S,〇,"7,000",×,-,A,,,○,,,,,×,×,
,2024-05-09,25716121870,15.0,10000,20240611,,ｼﾞｴﾐﾆNTR(H),15.0,C/S,〇,"7,000",×,-,A,,,○,,,,,×,×,
,2024-02-06,25800421870,15.0,12700,20240221,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-06,25800421870,15.0,12700,20240227,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-06,25800421870,15.0,12700,20240302,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-06,25800421870,15.0,12700,20240307,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-06,25800421870,15.0,12700,20240311,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25800421870,15.0,12700,20240313,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25800421870,15.0,12700,20240316,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25800421870,15.0,12700,20240318,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25800421870,15.0,12700,20240321,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25800421870,15.0,25400,20240330,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25800421870,15.0,12700,20240403,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25800421870,15.0,12700,20240404,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-27,25800421870,15.0,12700,20240408,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-03-18,25800421870,15.0,12700,20240413,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-03-18,25800421870,15.0,12700,20240417,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-03-18,25800421870,15.0,25400,20240420,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-03-18,25800421870,15.0,12700,20240422,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
2024-04-05 00:00:00,2024-04-02,25800421870,15.0,12700,20240405,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
2024-04-09 00:00:00,2024-04-02,25800421870,15.0,25400,20240409,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25800421870,15.0,12700,20240425,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25800421870,15.0,12700,20240430,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25800421870,15.0,12700,20240506,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25800421870,15.0,12700,20240507,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-03,25800421870,15.0,12700,20240511,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25800421870,15.0,12700,20240514,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25800421870,15.0,12700,20240515,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25800421870,15.0,12700,20240520,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-04-22,25800421870,15.0,38100,20240527,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-05-09,25800421870,15.0,12700,20240606,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-05-09,25800421870,15.0,12700,20240611,,MB-ﾌﾟﾚﾐｱﾑｼｮｰﾄ-CF(H),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,副原料無添加品｡次ﾊﾞｯﾁ無添加品の初回限定品は連続生産可能｡
,2024-02-06,26611121000,15.0,12700,20240229,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-14,26611121000,15.0,12700,20240307,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-27,26611121000,15.0,12700,20240408,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-03-18,26611121000,15.0,12700,20240413,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-03,26611121000,15.0,12700,20240509,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-04-22,26611121000,15.0,12700,20240522,,ｸﾗｳﾝﾗ-ﾄﾞ#100K(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,300",A,,,×,,,,,×,×,
,2024-02-06,26632521020,15.0,6000,20240307,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-15,26632521020,15.0,6000,20240229,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-27,26632521020,15.0,6000,20240321,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-04-03,26632521020,15.0,6000,20240425,,ｸﾗｳﾝ ﾗ-ﾄﾞ#300(ﾀﾞﾝ),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,,,,,×,×,
,2024-02-06,25244822000,15.0,12700,20240306,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),15.0,C/S,〇,"8,000",〇,"5,500",A,,,×,〇,,,,×,×,
,2024-03-18,25244822000,15.0,12700,20240330,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),15.0,C/S,〇,"8,000",〇,"5,500",A,,,×,〇,,,,×,×,
,2024-04-03,25244822000,15.0,12700,20240415,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),15.0,C/S,〇,"8,000",〇,"5,500",A,,,×,〇,,,,×,×,
,2024-04-22,25244822000,15.0,12700,20240511,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),15.0,C/S,〇,"8,000",〇,"5,500",A,,,×,〇,,,,×,×,
,2024-04-22,25244822000,15.0,12700,20240527,,ﾊｲﾒﾛ-ｼｮｰﾄLT-2(DIR),15.0,C/S,〇,"8,000",〇,"5,500",A,,,×,〇,,,,×,×,
,2024-02-06,25326521000,15.0,12700,20240229,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25326521000,15.0,12700,20240304,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25326521000,15.0,12700,20240311,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25326521000,15.0,12700,20240316,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25326521000,15.0,12700,20240319,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25326521000,15.0,12700,20240325,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25326521000,15.0,25400,20240330,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25326521000,15.0,12700,20240406,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25326521000,15.0,12700,20240408,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25326521000,15.0,12700,20240408,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25326521000,15.0,12700,20240410,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25326521000,15.0,12700,20240415,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25326521000,15.0,12700,20240420,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25326521000,15.0,12700,20240422,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-22,25326521000,15.0,12700,20240330,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25326521000,15.0,12700,20240430,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25326521000,15.0,12700,20240504,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25326521000,15.0,12700,20240511,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25326521000,15.0,12700,20240513,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25326521000,15.0,12700,20240516,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25326521000,15.0,12700,20240521,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25326521000,15.0,38100,20240527,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-05-09,25326521000,15.0,12700,20240608,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-05-09,25326521000,15.0,12700,20240610,,ﾊﾟﾈﾘ-PV(F),15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25326721000,15.0,24000,20240311,,MCｼｮｰﾄ(F),15.0,C/S,〇,"8,000",〇,"5,800",A,〇,,×,,〇,,2.0,×,×,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡
,2024-02-27,25326721000,15.0,24000,20240318,,MCｼｮｰﾄ(F),15.0,C/S,〇,"8,000",〇,"5,800",A,〇,,×,,〇,,2.0,×,×,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡
,2024-02-27,25326721000,15.0,24000,20240330,,MCｼｮｰﾄ(F),15.0,C/S,〇,"8,000",〇,"5,800",A,〇,,×,,〇,,2.0,×,×,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡
,2024-03-18,25326721000,15.0,24000,20240418,,MCｼｮｰﾄ(F),15.0,C/S,〇,"8,000",〇,"5,800",A,〇,,×,,〇,,2.0,×,×,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡
,2024-04-03,25326721000,15.0,24000,20240430,,MCｼｮｰﾄ(F),15.0,C/S,〇,"8,000",〇,"5,800",A,〇,,×,,〇,,2.0,×,×,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡
,2024-04-03,25326721000,15.0,24000,20240513,,MCｼｮｰﾄ(F),15.0,C/S,〇,"8,000",〇,"5,800",A,〇,,×,,〇,,2.0,×,×,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡
,2024-04-22,25326721000,15.0,24000,20240522,,MCｼｮｰﾄ(F),15.0,C/S,〇,"8,000",〇,"5,800",A,〇,,×,,〇,,2.0,×,×,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡
,2024-05-09,25326721000,15.0,24000,20240612,,MCｼｮｰﾄ(F),15.0,C/S,〇,"8,000",〇,"5,800",A,〇,,×,,〇,,2.0,×,×,次ﾊﾞｯﾁｲﾄｳIK-NTを必ず組むこと｡
,2024-02-06,25329221830,15.0,12700,20240309,,YKｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,
2024-02-19 00:00:00,2024-02-08,25329221830,15.0,12700,20240219,,YKｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,
,2024-02-27,25329221830,15.0,12700,20240330,,YKｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,
,2024-03-18,25329221830,15.0,12700,20240411,,YKｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,
,2024-04-03,25329221830,15.0,12700,20240506,,YKｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,
,2024-04-22,25329221830,15.0,12700,20240527,,YKｼｮｰﾄﾆﾝｸﾞ(S),15.0,C/S,〇,"8,000",〇,"6,000",A,〇,,×,,〇,,,×,×,
,2024-02-06,25566421000,15.0,12700,20240219,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25566421000,15.0,12700,20240226,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25566421000,15.0,12700,20240307,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
2024-02-15 00:00:00,2024-02-08,25566421000,15.0,12700,20240215,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25566421000,15.0,12700,20240312,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25566421000,15.0,12700,20240319,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25566421000,15.0,12700,20240330,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-27,25566421000,15.0,12700,20240406,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25566421000,15.0,12700,20240411,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-18,25566421000,15.0,12700,20240420,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-03-22,25566421000,15.0,12700,20240405,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25566421000,15.0,12700,20240430,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-03,25566421000,15.0,12700,20240511,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25566421000,15.0,12700,20240513,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-04-22,25566421000,15.0,12700,20240527,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-05-09,25566421000,15.0,12700,20240606,,FCｼｮｰﾄﾆﾝｸﾞ,15.0,C/S,〇,"8,000",〇,"5,000",A,,,×,,〇,,,×,×,
,2024-02-06,25804921000,15.0,25400,20240304,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-02-06,25804921000,15.0,12700,20240306,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-02-06,25804921000,15.0,25400,20240311,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-02-27,25804921000,15.0,38100,20240318,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-02-27,25804921000,15.0,38100,20240330,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-02-27,25804921000,15.0,38100,20240408,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-03-18,25804921000,15.0,12700,20240413,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-03-18,25804921000,15.0,12700,20240417,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-03-18,25804921000,15.0,25400,20240422,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-03-18,25804921000,15.0,12700,20240405,,MB-ｻﾝﾄﾞｼｮｰﾄDX-TL(M),15.0,C/S,〇,"8,000",〇,"6,000",A,,,×,〇,,,,×,×,
,2024-02-06,25223311000,16.0,6100,20240229,,ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"5,400",〇,"5,800",A,,,×,,,,,×,×,
,2024-02-28,25223311000,16.0,6100,20240325,,ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"5,400",〇,"5,800",A,,,×,,,,,×,×,
,2024-03-18,25223311000,16.0,6100,20240418,,ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"5,400",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-22,25223311000,16.0,6100,20240507,,ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"5,400",〇,"5,800",A,,,×,,,,,×,×,
,2024-04-22,25223311000,16.0,6100,20240527,,ｱﾒﾘｶ-ﾅDX-TL,16.0,CAN,〇,"5,400",〇,"5,800",A,,,×,,,,,×,×,
